StartDate,ReportParameters_1,Values_1
04/01/2025,Company:,Ragle - Texas
04/01/2025,Status:,Active

EndDate,ReportParameters_2,Values_2
04/30/2025,Data Source:,Gauge Device
04/30/2025,,Including Assets with No Usage

Month_Hours,AssetLabel_Hours,AssetMonth_Hours,AssetPeriod_Hours,MonthTotal_Hours,PeriodTotal_Hours
Beaumont RAG Property,Apr,PT-12S (OPEN) FORD F250 2023 Pickup Truck +,0:57,0:57,176:04,176:04
Beaumont RAG Property,Apr,EX-30 CAT 320D L 2011 Excavator +,26:00,26:00,176:04,176:04
Beaumont RAG Property,Apr,ET-20 (OPEN RAM 1500) RAM 1500 2022 Pickup Truck +,0:23,0:23,176:04,176:04
Beaumont RAG Property,Apr,SS-41 (URIEL GARCIA-ANDRADE) CAT 289D3 Skid Steer +,55:13,55:13,176:04,176:04
Beaumont RAG Property,Apr,PT-14S (Keith Smith) FORD F250 2023 Pickup Truck +,2:43,2:43,176:04,176:04
Beaumont RAG Property,Apr,S-10 KENWORTH T880 2025 Heavy Truck +,0:50,0:50,176:04,176:04
2024-014 SUB SH 73 BARRIER INSTALL,Apr,ET-32 (URIEL GARCIA-ANDRADE) FORD F250 2024 Pickup Truck +,1:06,1:06,4:17,4:17
2024-014 SUB SH 73 BARRIER INSTALL,Apr,SFB-09 FREIGHTLINER M2 106 2013 Truck Mounted Attenuator (TMA) +,0:06,0:06,4:17,4:17
2024-014 SUB SH 73 BARRIER INSTALL,Apr,PT-19S (BRYAN FIGUEROA) FORD F150 2024 Pickup Truck +,0:25,0:25,4:17,4:17
2024-014 SUB SH 73 BARRIER INSTALL,Apr,S-09 PETERBILT 567 2016 Heavy Truck +,0:07,0:07,4:17,4:17
2024-014 SUB SH 73 BARRIER INSTALL,Apr,PT-190 (JOSE TURRUBIARTES JR) FORD F250 2021 Pickup Truck +,0:09,0:09,4:17,4:17
2024-014 SUB SH 73 BARRIER INSTALL,Apr,PT-229 (REYNERI CABALLERO) FORD F250 2022 Pickup Truck +,1:02,1:02,4:17,4:17
2024-014 SUB SH 73 BARRIER INSTALL,Apr,PT-160 (ARMANDO SALDIERNA JR) FORD F250 2019 Pickup Truck +,0:05,0:05,4:17,4:17
2024-014 SUB SH 73 BARRIER INSTALL,Apr,SS-41 (URIEL GARCIA-ANDRADE) CAT 289D3 Skid Steer +,0:00,0:00,4:17,4:17
2024-014 SUB SH 73 BARRIER INSTALL,Apr,SFB-03S FREIGHTLINER M2 106 2012 Truck Mounted Attenuator (TMA) +,0:14,0:14,4:17,4:17
2024-014 SUB SH 73 BARRIER INSTALL,Apr,SFB-07 FREIGHTLINER M2 106 2014 Truck Mounted Attenuator (TMA) +,0:15,0:15,4:17,4:17
2024-014 SUB SH 73 BARRIER INSTALL,Apr,PT-12S (OPEN) FORD F250 2023 Pickup Truck +,0:10,0:10,4:17,4:17
2024-014 SUB SH 73 BARRIER INSTALL,Apr,ET-10 (JESUS MEDINA) RAM 1500 2022 Pickup Truck +,0:32,0:32,4:17,4:17
2023-035 (10) HARRIS VA BRIDGE REHABS,Apr,ET-34 (AURELIANO REYES) FORD F250 2024 Pickup Truck +,0:00,0:00,1:18,1:18
2023-035 (10) HARRIS VA BRIDGE REHABS,Apr,PT-229 (REYNERI CABALLERO) FORD F250 2022 Pickup Truck +,0:04,0:04,1:18,1:18
2023-035 (10) HARRIS VA BRIDGE REHABS,Apr,ET-20 (OPEN RAM 1500) RAM 1500 2022 Pickup Truck +,0:07,0:07,1:18,1:18
2023-035 (10) HARRIS VA BRIDGE REHABS,Apr,PT-160 (ARMANDO SALDIERNA JR) FORD F250 2019 Pickup Truck +,0:44,0:44,1:18,1:18
2023-035 (10) HARRIS VA BRIDGE REHABS,Apr,PT-10S (ROBERT BERRYHILL) CHEVROLET 2500HD 2022 Pickup Truck +,0:02,0:02,1:18,1:18
2023-035 (10) HARRIS VA BRIDGE REHABS,Apr,MT-15 (Korbin Gee) FORD F550 2024 Pickup Truck +,0:01,0:01,1:18,1:18
2023-035 (10) HARRIS VA BRIDGE REHABS,Apr,PT-246 (PHILLIP SABAJ) FORD F150 2023 Pickup Truck +,0:00,0:00,1:18,1:18
2023-035 (10) HARRIS VA BRIDGE REHABS,Apr,ET-03 (Manuel Andrade) RAM 1500 2022 Pickup Truck +,0:04,0:04,1:18,1:18
2023-035 (10) HARRIS VA BRIDGE REHABS,Apr,PT-190 (JOSE TURRUBIARTES JR) FORD F250 2021 Pickup Truck +,0:02,0:02,1:18,1:18
2023-035 (10) HARRIS VA BRIDGE REHABS,Apr,SFB-03S FREIGHTLINER M2 106 2012 Truck Mounted Attenuator (TMA) +,0:06,0:06,1:18,1:18
2023-035 (10) HARRIS VA BRIDGE REHABS,Apr,PT-201 (OPEN) FORD F250 2022 Pickup Truck +,0:00,0:00,1:18,1:18
2023-035 (10) HARRIS VA BRIDGE REHABS,Apr,PT-12S (OPEN) FORD F250 2023 Pickup Truck +,0:01,0:01,1:18,1:18
2023-035 (10) HARRIS VA BRIDGE REHABS,Apr,PT-14S (Keith Smith) FORD F250 2023 Pickup Truck +,0:01,0:01,1:18,1:18
2024-004 CoD Sidewalks 2024 (#10),Apr,ET-35 (JESUS LOPEZ SOTO) FORD F250 2024 Pickup Truck +,0:04,0:04,0:06,0:06
2024-004 CoD Sidewalks 2024 (#10),Apr,PT-173 (JUAN B. HERNANDEZ) FORD F150 2020 Pickup Truck +,0:01,0:01,0:06,0:06
2024-016 (2) ROCKWALL SH 66 COLUMN REPAIR,Apr,ET-39 (JOSE TERRAZAS) FORD F150 2024 Pickup Truck +,0:47,0:47,3:11,3:11
2024-016 (2) ROCKWALL SH 66 COLUMN REPAIR,Apr,ET-33 (JOSE P. LOPEZ LIRA) FORD F250 2024 Pickup Truck +,1:08,1:08,3:11,3:11
2024-016 (2) ROCKWALL SH 66 COLUMN REPAIR,Apr,ET-43 (Eric Giebelhaus) FORD F150 STX 2024 Pickup Truck +,0:15,0:15,3:11,3:11
2024-016 (2) ROCKWALL SH 66 COLUMN REPAIR,Apr,PT-11S (RAFAEL MURATALLA-CEJA) CHEVROLET 2500HD 2023 Pickup Truck +,0:55,0:55,3:11,3:11
2024-016 (2) ROCKWALL SH 66 COLUMN REPAIR,Apr,PT-239 (ALEJANDRO RODRIGUEZ) FORD F150 2023 Pickup Truck +,0:01,0:01,3:11,3:11
2024-016 (2) ROCKWALL SH 66 COLUMN REPAIR,Apr,PT-09S (JOVAN ESPINOZA-CASILLAS) FORD F150 2022 Pickup Truck +,0:01,0:01,3:11,3:11
2024-016 (1) ROCKWALL SH 66 COLUMN REPAIR,Apr,ET-43 (Eric Giebelhaus) FORD F150 STX 2024 Pickup Truck +,0:03,0:03,0:06,0:06
2024-016 (1) ROCKWALL SH 66 COLUMN REPAIR,Apr,ET-39 (JOSE TERRAZAS) FORD F150 2024 Pickup Truck +,0:02,0:02,0:06,0:06
2023-026 MATAGORDA FM 521 BR,Apr,EX-30 CAT 320D L 2011 Excavator +,0:00,0:00,0:19,0:19
2023-026 MATAGORDA FM 521 BR,Apr,S-09 PETERBILT 567 2016 Heavy Truck +,0:14,0:14,0:19,0:19
2023-026 MATAGORDA FM 521 BR,Apr,S-10 KENWORTH T880 2025 Heavy Truck +,0:04,0:04,0:19,0:19
2024-004 CoD Sidewalks 2024 (#06),Apr,EX-31 BOBCAT E85 2013 Excavator +,60:19,60:19,200:31,200:31
2024-004 CoD Sidewalks 2024 (#06),Apr,PT-202 (OPEN JOB SITE) FORD F250 2022 Pickup Truck +,0:01,0:01,200:31,200:31
2024-004 CoD Sidewalks 2024 (#06),Apr,SS-37 (JOSE RANGEL) CAT 289D3 Skid Steer +,54:11,54:11,200:31,200:31
2024-004 CoD Sidewalks 2024 (#06),Apr,ET-04 (GERALD EHIMHEN) RAM 1500 2022 Pickup Truck +,2:57,2:57,200:31,200:31
2024-004 CoD Sidewalks 2024 (#06),Apr,PT-276 (Mario Moya) FORD MAVERICK XL 2024 Pickup Truck +,1:01,1:01,200:31,200:31
2024-004 CoD Sidewalks 2024 (#06),Apr,PT-224 (NAGESH KUMAR) FORD F150 2022 Pickup Truck +,0:02,0:02,200:31,200:31
2024-004 CoD Sidewalks 2024 (#06),Apr,ET-33 (JOSE P. LOPEZ LIRA) FORD F250 2024 Pickup Truck +,0:09,0:09,200:31,200:31
2024-004 CoD Sidewalks 2024 (#06),Apr,DT-13 FREIGHTLINER M2 2017 Heavy Truck +,2:58,2:58,200:31,200:31
2024-004 CoD Sidewalks 2024 (#06),Apr,PT-227 (JOSE RANGEL loaner) FORD F250 2022 Pickup Truck +,20:19,20:19,200:31,200:31
2024-004 CoD Sidewalks 2024 (#06),Apr,"ET-07 (HAYS, PAXTON C) RAM 1500 2022 Pickup Truck +",1:51,1:51,200:31,200:31
2024-004 CoD Sidewalks 2024 (#06),Apr,PT-172 (FRANCISCO DIAZ SERNA) FORD F150 2020 Pickup Truck +,2:37,2:37,200:31,200:31
2024-004 CoD Sidewalks 2024 (#06),Apr,PT-180 (ROBERTO LUMBRERAS) FORD F250 2020 Pickup Truck +,0:10,0:10,200:31,200:31
2024-004 CoD Sidewalks 2024 (#06),Apr,PT-16S (ISAAC ROMERO) FORD F150 2024 Pickup Truck +,0:09,0:09,200:31,200:31
2024-004 CoD Sidewalks 2024 (#06),Apr,ET-43 (Eric Giebelhaus) FORD F150 STX 2024 Pickup Truck +,0:00,0:00,200:31,200:31
2024-004 CoD Sidewalks 2024 (#06),Apr,ET-38 (Caleb Padgett) FORD F150 2024 Pickup Truck +,0:24,0:24,200:31,200:31
2024-004 CoD Sidewalks 2024 (#06),Apr,PT-173 (JUAN B. HERNANDEZ) FORD F150 2020 Pickup Truck +,7:12,7:12,200:31,200:31
2024-004 CoD Sidewalks 2024 (#06),Apr,DT-12 FREIGHTLINER M2 2019 Heavy Truck +,8:26,8:26,200:31,200:31
2024-004 CoD Sidewalks 2024 (#06),Apr,PT-219 (VALENTIN LOPEZ) FORD F250 2022 Pickup Truck +,0:09,0:09,200:31,200:31
2024-004 CoD Sidewalks 2024 (#06),Apr,PT-187 (ROBERTO LUMBRERAS Loaner) FORD F250 2021 Pickup Truck +,0:01,0:01,200:31,200:31
2024-004 CoD Sidewalks 2024 (#06),Apr,PT-213 (CATALINO FLORES JR) FORD F250 2021 Pickup Truck +,4:29,4:29,200:31,200:31
2024-004 CoD Sidewalks 2024 (#06),Apr,ET-15 (Carlos Eclavea) RAM 1500 2022 Pickup Truck +,0:56,0:56,200:31,200:31
2024-004 CoD Sidewalks 2024 (#06),Apr,PT-177 (SALVADOR RODRIGUEZ JR) FORD F250 2020 Pickup Truck +,0:03,0:03,200:31,200:31
2024-004 CoD Sidewalks 2024 (#06),Apr,PT-208 (SALVADOR AGUILLON) FORD F250 2019 Pickup Truck +,0:00,0:00,200:31,200:31
2024-004 CoD Sidewalks 2024 (#06),Apr,PT-278 (Juan Castro) FORD MAVERICK XL 2024 Pickup Truck +,3:29,3:29,200:31,200:31
2024-004 CoD Sidewalks 2024 (#06),Apr,ET-29 (JOSE RANGEL) FORD F250 2024 Pickup Truck +,28:27,28:27,200:31,200:31
2024-004 CoD Sidewalks 2024 (#05),Apr,EX-41 CAT 308E2 CR SB 2013 Excavator +,11:00,11:00,138:34,138:34
2024-004 CoD Sidewalks 2024 (#05),Apr,PT-16S (ISAAC ROMERO) FORD F150 2024 Pickup Truck +,0:43,0:43,138:34,138:34
2024-004 CoD Sidewalks 2024 (#05),Apr,PT-213 (CATALINO FLORES JR) FORD F250 2021 Pickup Truck +,6:10,6:10,138:34,138:34
2024-004 CoD Sidewalks 2024 (#05),Apr,EX-38 BOBCAT E85 2013 Excavator +,27:42,27:42,138:34,138:34
2024-004 CoD Sidewalks 2024 (#05),Apr,SS-26 CAT 279D 2018 Skid Steer +,41:21,41:21,138:34,138:34
2024-004 CoD Sidewalks 2024 (#05),Apr,PT-276 (Mario Moya) FORD MAVERICK XL 2024 Pickup Truck +,0:13,0:13,138:34,138:34
2024-004 CoD Sidewalks 2024 (#05),Apr,PT-218 (Michael Hammons) FORD F250 2022 Pickup Truck +,0:01,0:01,138:34,138:34
2024-004 CoD Sidewalks 2024 (#05),Apr,ET-04 (GERALD EHIMHEN) RAM 1500 2022 Pickup Truck +,2:04,2:04,138:34,138:34
2024-004 CoD Sidewalks 2024 (#05),Apr,MT-15 (Korbin Gee) FORD F550 2024 Pickup Truck +,0:00,0:00,138:34,138:34
2024-004 CoD Sidewalks 2024 (#05),Apr,PT-219 (VALENTIN LOPEZ) FORD F250 2022 Pickup Truck +,30:18,30:18,138:34,138:34
2024-004 CoD Sidewalks 2024 (#05),Apr,PT-277 (Said Garcia) FORD MAVERICK XL 2024 Pickup Truck +,0:03,0:03,138:34,138:34
2024-004 CoD Sidewalks 2024 (#05),Apr,PT-278 (Juan Castro) FORD MAVERICK XL 2024 Pickup Truck +,2:12,2:12,138:34,138:34
2024-004 CoD Sidewalks 2024 (#05),Apr,PT-279 (AARON CONCHA) FORD F250 XL 2024 Pickup Truck +,0:00,0:00,138:34,138:34
2024-004 CoD Sidewalks 2024 (#05),Apr,PT-269 (Hector Claudio) FORD F350 2024 Pickup Truck +,0:02,0:02,138:34,138:34
2024-004 CoD Sidewalks 2024 (#05),Apr,PT-227 (JOSE RANGEL loaner) FORD F250 2022 Pickup Truck +,0:00,0:00,138:34,138:34
2024-004 CoD Sidewalks 2024 (#05),Apr,"ET-07 (HAYS, PAXTON C) RAM 1500 2022 Pickup Truck +",0:48,0:48,138:34,138:34
2024-004 CoD Sidewalks 2024 (#05),Apr,ET-15 (Carlos Eclavea) RAM 1500 2022 Pickup Truck +,0:20,0:20,138:34,138:34
2024-004 CoD Sidewalks 2024 (#05),Apr,ET-33 (JOSE P. LOPEZ LIRA) FORD F250 2024 Pickup Truck +,3:27,3:27,138:34,138:34
2024-004 CoD Sidewalks 2024 (#05),Apr,PT-18S (JST SELECT 250) FORD F250 2024 Pickup Truck +,0:02,0:02,138:34,138:34
2024-004 CoD Sidewalks 2024 (#05),Apr,ET-38 (Caleb Padgett) FORD F150 2024 Pickup Truck +,0:01,0:01,138:34,138:34
2024-004 CoD Sidewalks 2024 (#05),Apr,DT-12 FREIGHTLINER M2 2019 Heavy Truck +,0:06,0:06,138:34,138:34
2024-004 CoD Sidewalks 2024 (#05),Apr,MT-09 (LORENZO APARICIO) FORD F550 2019 Medium Truck +,9:15,9:15,138:34,138:34
2024-004 CoD Sidewalks 2024 (#05),Apr,PT-202 (OPEN JOB SITE) FORD F250 2022 Pickup Truck +,0:05,0:05,138:34,138:34
2024-004 CoD Sidewalks 2024 (#05),Apr,PT-173 (JUAN B. HERNANDEZ) FORD F150 2020 Pickup Truck +,2:24,2:24,138:34,138:34
2024-004 CoD Sidewalks 2024 (#05),Apr,DT-13 FREIGHTLINER M2 2017 Heavy Truck +,0:06,0:06,138:34,138:34
WTX YARD (2),Apr,LP-05 GENERAC MLT6SMDS 2007 Light Plant +,0:00,0:00,168:43,168:43
WTX YARD (2),Apr,ET-06 (ESTEBAN RODRIGUEZ PEREZ) RAM 1500 2022 Pickup Truck +,11:25,11:25,168:43,168:43
WTX YARD (2),Apr,PT-185 (JOSE BAUTISTA) FORD F150 2020 Pickup Truck +,8:19,8:19,168:43,168:43
WTX YARD (2),Apr,R-15 WACKER NEUSON RTX-SC2 2012 Roller +,0:00,0:00,168:43,168:43
WTX YARD (2),Apr,LP-104 WACKER LTN6K 2012 Light Plant +,0:00,0:00,168:43,168:43
WTX YARD (2),Apr,PT-226 (CATALINO FLORES SR) FORD F250 2022 Pickup Truck +,3:13,3:13,168:43,168:43
WTX YARD (2),Apr,SFB-08 FREIGHTLINER M2 106 2013 Truck Mounted Attenuator (TMA) +,0:40,0:40,168:43,168:43
WTX YARD (2),Apr,PT-182 (Leonel Munoz) FORD F250 2020 Pickup Truck +,27:59,27:59,168:43,168:43
WTX YARD (2),Apr,ET-37 (SABINO IBARRA) FORD F250 2024 Pickup Truck +,11:14,11:14,168:43,168:43
WTX YARD (2),Apr,SFB-15 FREIGHTLINER M2 2017 Truck Mounted Attenuator (TMA) +,1:59,1:59,168:43,168:43
WTX YARD (2),Apr,PT-163 (WILLIAM PERSINGER) FORD F250 2020 Pickup Truck +,38:48,38:48,168:43,168:43
WTX YARD (2),Apr,PT-17S (OPEN SELECT JST) FORD F250 2024 Pickup Truck +,0:23,0:23,168:43,168:43
WTX YARD (2),Apr,ET-19 (Osiel Salaices) RAM 1500 2022 Pickup Truck +,2:38,2:38,168:43,168:43
WTX YARD (2),Apr,PT-276 (Mario Moya) FORD MAVERICK XL 2024 Pickup Truck +,0:42,0:42,168:43,168:43
WTX YARD (2),Apr,WL-06 CAT 950K 2013 Wheel Loader +,7:02,7:02,168:43,168:43
WTX YARD (2),Apr,ET-09 (JOSE C. RAMIREZ) RAM 1500 2022 Pickup Truck +,0:32,0:32,168:43,168:43
WTX YARD (2),Apr,DST-01 FREIGHTLINER M2 2017 Heavy Truck +,3:28,3:28,168:43,168:43
WTX YARD (2),Apr,PT-199 (WTX JST) FORD F250 2022 Pickup Truck +,6:27,6:27,168:43,168:43
WTX YARD (2),Apr,SS-39 (SABINO IBARRA) CAT 289D3 Skid Steer +,0:59,0:59,168:43,168:43
WTX YARD (2),Apr,SS-22 CAT 279D 2017 Skid Steer +,7:55,7:55,168:43,168:43
WTX YARD (2),Apr,LP-113 MAGNUM MLT3060K 2012 Light Plant +,0:00,0:00,168:43,168:43
WTX YARD (2),Apr,ET-28 (JORGE L. FLORES) FORD F250 2024 Pickup Truck +,27:03,27:03,168:43,168:43
WTX YARD (2),Apr,PT-227 (JOSE RANGEL loaner) FORD F250 2022 Pickup Truck +,4:43,4:43,168:43,168:43
WTX YARD (2),Apr,EX-54 CAT 329F L 2015 Excavator +,0:36,0:36,168:43,168:43
WTX YARD (2),Apr,WT-12 FREIGHTLINER M2 106 2015 Heavy Truck +,2:27,2:27,168:43,168:43
WTX YARD (2),Apr,PT-193 (OPEN DFW TC USING) FORD F250 2021 Pickup Truck +,0:00,0:00,168:43,168:43
2024-004 CoD Sidewalks 2024 (#02),Apr,MT-14 (Ivan Torres) FORD F550 2023 Medium Truck +,0:02,0:02,0:04,0:04
2024-004 CoD Sidewalks 2024 (#02),Apr,PT-277 (Said Garcia) FORD MAVERICK XL 2024 Pickup Truck +,0:01,0:01,0:04,0:04
2024-004 CoD Sidewalks 2024 (#02),Apr,PT-215 (ERNEST LEMON JR) FORD F250 2022 Pickup Truck +,0:00,0:00,0:04,0:04
2024-004 CoD Sidewalks 2024 (#18),Apr,MT-14 (Ivan Torres) FORD F550 2023 Medium Truck +,0:02,0:02,0:05,0:05
2024-004 CoD Sidewalks 2024 (#18),Apr,PT-207 (JUAN CARLOS VAZQUEZ) FORD F250 2020 Pickup Truck +,0:00,0:00,0:05,0:05
2024-004 CoD Sidewalks 2024 (#18),Apr,PT-244 (SAM ABUNEMEH) FORD F150 2023 Pickup Truck +,0:01,0:01,0:05,0:05
2024-004 CoD Sidewalks 2024 (#18),Apr,PT-20S (OBALDO CHAVEZ) FORD F250 2024 Pickup Truck +,0:00,0:00,0:05,0:05
2023-035 (6) HARRIS VA BRIDGE REHABS,Apr,MT-15 (Korbin Gee) FORD F550 2024 Pickup Truck +,0:01,0:01,0:18,0:18
2023-035 (6) HARRIS VA BRIDGE REHABS,Apr,ET-34 (AURELIANO REYES) FORD F250 2024 Pickup Truck +,0:01,0:01,0:18,0:18
2023-035 (6) HARRIS VA BRIDGE REHABS,Apr,PT-229 (REYNERI CABALLERO) FORD F250 2022 Pickup Truck +,0:00,0:00,0:18,0:18
2023-035 (6) HARRIS VA BRIDGE REHABS,Apr,ET-03 (Manuel Andrade) RAM 1500 2022 Pickup Truck +,0:00,0:00,0:18,0:18
2023-035 (6) HARRIS VA BRIDGE REHABS,Apr,PT-236 (ROLANDO COLMENERO-GARCIA) FORD F250 2023 Pickup Truck +,0:14,0:14,0:18,0:18
2023-035 (6) HARRIS VA BRIDGE REHABS,Apr,ET-10 (JESUS MEDINA) RAM 1500 2022 Pickup Truck +,0:01,0:01,0:18,0:18
2024-036 TERMINAL F CIVIL AND UTILITY PACKAGE,Apr,PT-104 (MARTIN ESCOBEDO JR) FORD F150 2017 Pickup Truck +,0:02,0:02,0:02,0:02
2024-036 TERMINAL F CIVIL AND UTILITY PACKAGE,Apr,PT-277 (Said Garcia) FORD MAVERICK XL 2024 Pickup Truck +,0:00,0:00,0:02,0:02
2021-072 (14) DFW Slope Remediation 2,Apr,PT-104 (MARTIN ESCOBEDO JR) FORD F150 2017 Pickup Truck +,0:00,0:00,0:00,0:00
2021-072 (2) DFW Slope Remediation 2,Apr,PT-104 (MARTIN ESCOBEDO JR) FORD F150 2017 Pickup Truck +,0:03,0:03,0:05,0:05
2021-072 (2) DFW Slope Remediation 2,Apr,PT-243 (RAMESH BOBBA) FORD F150 2023 Pickup Truck +,0:02,0:02,0:05,0:05
2023-004 (1) DFW Airport Landside Storm PH2,Apr,PT-104 (MARTIN ESCOBEDO JR) FORD F150 2017 Pickup Truck +,7:37,7:37,8:57,8:57
2023-004 (1) DFW Airport Landside Storm PH2,Apr,PT-89 (ROBERT NEFF) FORD F150 2017 Pickup Truck +,1:19,1:19,8:57,8:57
,Apr,PT-108 (GERARDO BALDIO) FORD F150 2018 Pickup Truck +,0:00,0:00,0:00,0:00
,Apr,HTF-03 BIG TEX UNKNOWN 2020 Flatbed Trailer +,0:00,0:00,0:00,0:00
,Apr,14T-14 BIG TEX FLATBED Flatbed Trailer +,0:00,0:00,0:00,0:00
,Apr,DTF-11 (HECTOR J. CLAUDIO) BIG TEX UNKNOWN 2022 Flatbed Trailer +,0:00,0:00,0:00,0:00
,Apr,DTC-31 LOOK TRAILERS UNKNOWN 2023 Cargo Trailer +,0:00,0:00,0:00,0:00
,Apr,MB-016 WANCO UNKNOWN Message Board +,0:00,0:00,0:00,0:00
,Apr,DTF-17 BIG TEX UNKNOWN 2022 Flatbed Trailer +,0:00,0:00,0:00,0:00
,Apr,DTF-13 BIG TEX UNKNOWN 2009 Flatbed Trailer +,0:00,0:00,0:00,0:00
,Apr,DTF-21 BIG TEX 14PI 2021 Flatbed Trailer +,0:00,0:00,0:00,0:00
,Apr,HTC-08 CARRY-ON UNKNOWN 2021 Cargo Trailer +,0:00,0:00,0:00,0:00
,Apr,DTF-04 BIG TEX UNKNOWN 2017 Flatbed Trailer +,0:00,0:00,0:00,0:00
,Apr,AB-06 SOLAR TECH SILENT SENTINAL Arrow Board +,0:00,0:00,0:00,0:00
,Apr,MB-01 SOLAR TECH SILENT MESSENGER Message Board +,0:00,0:00,0:00,0:00
,Apr,AB-01 SOLAR TECH SILENT SENTINAL Arrow Board +,0:00,0:00,0:00,0:00
,Apr,MB-04 SOLAR TECH SILENT MESSENGER Message Board +,0:00,0:00,0:00,0:00
,Apr,14T-21 (SHOP TRAILER) BIG TEX 14PI Flatbed Trailer +,0:00,0:00,0:00,0:00
,Apr,DTC-12 (JUAN L. RUIZ) LARK UNITED CARGO 2020 Cargo Trailer +,0:00,0:00,0:00,0:00
,Apr,MB-06 SOLAR TECH SILENT MESSENGER Message Board +,0:00,0:00,0:00,0:00
,Apr,AB-02 SOLAR TECH SILENT SENTINAL Arrow Board +,0:00,0:00,0:00,0:00
,Apr,MB-07 SOLAR TECH SILENT MESSENGER Message Board +,0:00,0:00,0:00,0:00
,Apr,MB-03 SOLAR TECH SILENT MESSENGER Message Board +,0:00,0:00,0:00,0:00
,Apr,MB-008 WANCO UNKNOWN Message Board +,0:00,0:00,0:00,0:00
,Apr,HAB-05 WANCO UNKNOWN Arrow Board +,0:00,0:00,0:00,0:00
,Apr,ME-31 WANCO UNKNOWN Message Board +,0:00,0:00,0:00,0:00
,Apr,HFT-05 BIG TEX BIG TEX 2022 Flatbed Trailer +,0:00,0:00,0:00,0:00
,Apr,14FT-01S BIG TEX FLATBED 2024 Flatbed Trailer +,0:00,0:00,0:00,0:00
,Apr,DTC-03 CARRY-ON TRAILER CARRY-ON TRAILER 2020 Cargo Trailer +,0:00,0:00,0:00,0:00
,Apr,MB-09S VER-MAC UNKNOWN Message Board +,0:00,0:00,0:00,0:00
,Apr,DTD-02S INDUSTRIAS AMERICA UNKNOWN 2022 Dump Trailer +,0:00,0:00,0:00,0:00
,Apr,GNT-01 PJ TRAILERS UNKNOWN 2017 Goose Neck +,0:00,0:00,0:00,0:00
,Apr,HAB-07 WANCO WTSP Arrow Board +,0:00,0:00,0:00,0:00
,Apr,HTF-01 TEXAS BRAGG ENTERPRISES UNKNOWN 2017 Flatbed Trailer +,0:00,0:00,0:00,0:00
,Apr,HAB-13 WANCO UNKNOWN Arrow Board +,0:00,0:00,0:00,0:00
,Apr,ME-38 WANCO UNKNOWN Arrow Board +,0:00,0:00,0:00,0:00
,Apr,14DT-02S BIG TEX UNKNOWN Dump Trailer +,0:00,0:00,0:00,0:00
,Apr,HAB-09 WANCO WTSP Arrow Board +,0:00,0:00,0:00,0:00
,Apr,AB-??????? SOLAR TECH UNKNOWN Arrow Board +,0:00,0:00,0:00,0:00
,Apr,MB-10S VER-MAC UNKNOWN Message Board +,0:00,0:00,0:00,0:00
,Apr,ME-49 VER-MAC UNKNOWN Message Board +,0:00,0:00,0:00,0:00
,Apr,AB-??? SOLAR TECH UNKNOWN Arrow Board +,0:00,0:00,0:00,0:00
,Apr,HMB-04 WANCO WTMMB Message Board +,0:00,0:00,0:00,0:00
,Apr,DTF-03S (14T) BIG TEX BIG TEX 2021 Flatbed Trailer +,0:00,0:00,0:00,0:00
,Apr,MB-##? WANCO WTMMB Message Board +,0:00,0:00,0:00,0:00
,Apr,ME-34 WANCO UNKNOWN Message Board +,0:00,0:00,0:00,0:00
,Apr,HAB-??? WANCO UNKNOWN Arrow Board +,0:00,0:00,0:00,0:00
,Apr,HAB-01 WANCO WTSP Arrow Board +,0:00,0:00,0:00,0:00
,Apr,HAB-11 SOLAR TECH SILENT SENTINAL Arrow Board +,0:00,0:00,0:00,0:00
,Apr,RTX-AB019 SOLAR TECH UNKNOWN Arrow Board +,0:00,0:00,0:00,0:00
,Apr,ME-35 WANCO UNKNOWN Message Board +,0:00,0:00,0:00,0:00
,Apr,AB-3017 UNKNOWN UNKNOWN Arrow Board +,0:00,0:00,0:00,0:00
,Apr,004808 WANCO UNKNOWN Arrow Board +,0:00,0:00,0:00,0:00
,Apr,HMB-01 WANCO WTMMB Message Board +,0:00,0:00,0:00,0:00
,Apr,HDT-##? UNKNOWN UNKNOWN Dump Trailer +,0:00,0:00,0:00,0:00
,Apr,ME-32 WANCO UNKNOWN Message Board +,0:00,0:00,0:00,0:00
,Apr,MB-08S VER-MAC UNKNOWN Message Board +,0:00,0:00,0:00,0:00
,Apr,ME-39 WANCO UNKNOWN 2023 Message Board +,0:00,0:00,0:00,0:00
,Apr,WTR-## UNKNOWN UNKNOWN Water Trailer +,0:00,0:00,0:00,0:00
,Apr,DTC-28 CARRY-ON UNKNOWN 2022 Cargo Trailer +,0:00,0:00,0:00,0:00
,Apr,HTC-05 CARGO CRAFT UNKNOWN 2020 Cargo Trailer +,0:00,0:00,0:00,0:00
,Apr,DTC-21 LOOK TRAILERS UNKNOWN 2020 Cargo Trailer +,0:00,0:00,0:00,0:00
,Apr,STMB-08 SOLAR TECH UNKNOWN Message Board +,0:00,0:00,0:00,0:00
,Apr,HAB-10 WANCO UNKNOWN Arrow Board +,0:00,0:00,0:00,0:00
,Apr,DTC-22 CARRY-ON UNKNOWN 2021 Cargo Trailer +,0:00,0:00,0:00,0:00
,Apr,HAB-03 WANCO WTSP 2020 Arrow Board +,0:00,0:00,0:00,0:00
